v1,v2,cleaned_text
ham,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time  place as always,ham
ham,hello good week fancy a drink or something later,ham
ham,headin towards busetop,ham
ham,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,ham
ham,come by our room at some point so we can iron out the plan for this weekend,ham
ham,cos i want it to be your thing,ham
ham,okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah ,ham
ham,bring home some wendy d,ham
spam,100 dating service call 09064012103 box334sk38ch,spam
ham,whatsup there dont u want to sleep,ham
ham,alright i have a new goal now,ham
spam,free entry into our å£250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk,spam
ham,alright ill head out in a few minutes text me where to meet you,ham
spam,send a logo 2 ur lover  2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,spam
ham,yesfrom last week itself im taking live call,ham
spam,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124  pobox12n146tf150p,spam
ham,siva is in hostel aha,ham
spam,urgent your mobile number has been awarded with a å£2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,spam
ham,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny  ltgt irritating  ltgt lovable reply me,ham
ham,ok shell be ok i guess,ham
ham,aathiwhere are you dear,ham
ham,any pain on urination any thing else,ham
ham,7 at esplanade do ì mind giving me a lift cos i got no car today,ham
ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,ham
ham,at home watching tv lor,ham
ham,does she usually take fifteen fucking minutes to respond to a yes or no question,ham
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,spam
ham,booked ticket for pongal,ham
ham,you available now im like right around hillsborough amp  ltgt th,ham
ham,the message sent is askin for  ltgt dollars shoul i pay  ltgt  or  ltgt ,ham
ham,ask g or iouri ive told the story like ten times already,ham
ham,how long does applebees fucking take,ham
ham,hi hope u get this txtjourney hasnt been gdnow about 50 mins late i think,ham
ham,but i have to i like to have love and arrange,ham
ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,ham
ham,you were supposed to wake me up gt,ham
ham,oic i saw him too but i tot he din c me i found a group liao,ham
ham,sorry ill call later,ham
ham,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous,ham
ham,sorry my battery died i can come by but im only getting a gram for now wheres your place,ham
ham,well done blimey exercise yeah i kinda remember wot that is hmm ,ham
ham,i wont get concentration dear you know you are my mind and everything ,ham
ham,lol  have you made plans for new years,ham
ham,10 min later k,ham
ham,hanks lotsly,ham
ham,thanks for this hope you had a good day today,ham
ham,kkwhat are detail you want to transferacc no enough,ham
ham,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,ham
spam,loan for any purpose å£500  å£75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,spam
ham,si si i think ill go make those oreo truffles,ham
ham,look at amy ure a beautiful intelligent woman and i like u a lot i know u donåõt like me like that so donåõt worry,ham
ham,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,ham
ham,120 that call cost which i guess isnt bad miss ya need ya want ya love ya,ham
ham,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,ham
ham,where did u go my phone is gonna die you have to stay in here,ham
ham,great never been better each day gives even more reasons to thank god,ham
spam,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available,spam
ham,sorry ill call later ok bye,ham
ham,ok i am on the way to railway,ham
ham,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night ,ham
ham,they dont put that stuff on the roads to keep it from getting slippery over there,ham
ham,when are you going to ride your bike,ham
ham,yup no need ill jus wait 4 e rain 2 stop,ham
ham,there are many company tell me the language,ham
spam,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,spam
ham,how long has it been since you screamed princess,ham
ham,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos,ham
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network by txting moan to 69888nyt ec2a 31pmsg150p,spam
ham,nice line said by a broken heart plz dont cum 1 more times infront of me other wise once again i ll trust u good 9t,ham
ham,ok im gonna head up to usf in like fifteen minutes,ham
ham,love you aathilove u lot,ham
ham,tension ahwhat machiany problem,ham
ham,k can i pick up another 8th when youre done,ham
ham,whenre you guys getting back g said you were thinking about not staying for mcr,ham
ham,almost there see u in a sec,ham
ham,yo carlos a few friends are already asking me about you you working at all this weekend,ham
ham,watching tv lor,ham
ham,thank you baby i cant wait to taste the real thing,ham
ham,you should change your fb to jaykwon thuglyfe falconerf,ham
ham,if we win its really no 1 side for long time,ham
spam,free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com,spam
ham,dear reached railway what happen to you,ham
ham,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,ham
ham,i think ive fixed it can you send a test message,ham
ham,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card,ham
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out,spam
ham,sorryin meeting ill call later,ham
ham,what class of  ltgt  reunion,ham
ham,are you free nowcan i call now,ham
ham,got meh when,ham
ham,nope think i will go for it on monday sorry i replied so late,ham
ham,some of them told accenture is not confirm is it true,ham
ham,kate jackson rec center before 7ish right,ham
ham,dear i have reache room,ham
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,ham
ham,when can ì come out,ham
ham,check with nuerologist,ham
ham,lolnice i went from a fish to water,ham
spam,123 congratulations  in this weeks competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm,spam
ham,no its waiting in e car dats bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat,ham
ham,maybe westshore or hyde park village the place near my house,ham
ham,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need,ham
